Sensor,Value,Units
BMP180_Pressure,102.631,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.631,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.628,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.628,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.648,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.628,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.642,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.634,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.2,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.639,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.645,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.640,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.632,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.626,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.608,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.635,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.629,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.623,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.620,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.617,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.611,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.3,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.614,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.621,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.615,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.618,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.615,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.615,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.615,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.615,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.621,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.621,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.4,c
BMP180_Pressure,102.612,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.591,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.594,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.594,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.594,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.603,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.597,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.600,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.601,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.606,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.609,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.601,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.601,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.598,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.595,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.592,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.574,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.5,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.574,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.589,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.586,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.574,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.574,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.569,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.580,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.578,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.577,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.566,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.566,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.578,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.583,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.569,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.572,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.566,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.569,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.575,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.566,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.566,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.569,kPa
BMP180_Temperature,21.6,c
BMP180_Pressure,102.581,kPa
BMP180_Temperature,21.6,c
